Column_Name,ObjectID,NumOID,ImportID,ContainerID,Num_ContainerID,Mandatory,DataType_Kind,Value_Type,Computed,Formula,ScopeEntityID,Num_ScopeEntityID,Domain_ID,Num_Domain_ID,Logical_Type_ID,Num_Logical_Type_ID,Distinct_Type_ID,Num_Distinct_Type_ID,Structured_Type_ID,Num_Structured_Type_ID,Collection_Type_ID,Num_Collection_Type_ID,Check_Constraint_Name,Default_Value,Use_Domain_Constraint,Domain_Name,Logical_Type_Name,Structured_Type_Name,Distinct_Type_Name,Collection_Type_Name,Uses_Default,Engineer,Table_Name,PK_Flag,FK_Flag,Native_Type,Sequence,ModelID,Num_ModelID,Model_Name,T_Size,T_Precision,T_Scale
"CatalogNumber",1D22A633-44AC-FC17-567E-EACE2DD20CB4,712,,B1B1D2F8-D601-6904-2B71-90E762335DFA,152,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"ProgressReportGrade_T1",,,VARCHAR,12,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CatalogNumber",B41CDD94-2EA6-6359-DB94-BE9B5563DEFF,713,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimClass",,,VARCHAR,6,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CatalogNumber",9A0C541F-5C32-7671-CC8E-CF2A5550763E,714,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"Class_T1",,,VARCHAR,20,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CensusDate",EDBB528E-6A45-A891-5BFD-68F4F3833850,715,,28CD98D8-7ABB-4DCF-9F0D-B5DA1CA9F5FE,122,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"DimStudentResidenceTerm",,,DATE,17,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CensusDate",8B48BA2F-9EC8-3DF1-F6AE-72999DB4B9C3,716,,4FA66A85-7CD3-5CD1-3397-880B85F3E950,155,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"Session_T1",,,DATE,16,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CensusDate",717CD5A4-0D5E-76F8-EAF3-C3D2B973E6D9,717,,57318C2E-7790-141F-C6C2-41125639E2D8,123,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"DimTerm",,,DATE,16,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CensusDate",A5D72D44-D891-9B80-17AC-EC93010C1AE0,718,,87F2A1A6-AAF6-863C-FEB7-74C611E53A06,118,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"DimStudentPrimaryAdvisorTerm",,,DATE,4,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CensusDate",FF8E4193-C719-78B9-37EF-FD00C37E4C6A,719,,9AD7D89D-41D6-F462-501E-32A07CA90CB5,102,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"CalendarTerm_T1",,,DATE,9,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CensusDate",FA40F48C-F3AF-5E22-EE61-94931A047973,720,,E1A9BF16-97FB-FBD4-B3C7-815F9B237F46,121,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"DimStudentProgramPlanTerm",,,DATE,3,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CensusDate",A7898508-F08C-9EFA-647B-6C6FC0B9D581,721,,FDB09D88-BFEF-D664-5C5D-603B3D835D1D,117,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"DimStudentAdvisorTerm",,,DATE,4,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CensusDate",BA7A9FFB-B4CA-5F33-B7D3-A24CE54C8929,722,,C8895EDF-05D5-0DFC-BFEC-5EA7357D6DF8,169,N,Logical Type,,N,,,,DOM3000004,18,LOGDT007,35,,,,,,,,,N,,Date,,,,N,Y,"Term_T1",,,DATE,9,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",3,10,0,
"CIP_CODE",F8367450-C377-B329-42BE-3C81825B0E26,723,,A5B29D3B-276C-4DC7-77E7-74B7ACEBF79B,96,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"AcademicSubplan_T1",,,VARCHAR,21,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CIPCode",7BC96DB4-F976-3226-9A20-38EEAF1862A7,724,,450779BC-2752-AA28-CD24-DF7E08F20A77,158,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"StudentAcademicPlan_T2",,,VARCHAR,12,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CIPCode",0E749E95-C226-9271-2B4C-7E22A6268FA4,725,,943E9288-A316-14CF-870E-243488D680E9,119,Y,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimStudentPrimaryProgramPlanTerm",,,VARCHAR,33,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CIPCode",AE6C71DD-D418-34F6-3A4E-67F337E73491,726,,98A08F99-3914-A1B4-17B9-703BD148CD78,95,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"AcademicProgram_T1",,,VARCHAR,11,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CIPCode",976A558C-3B3A-64DE-1E14-7C1CF07AB4F4,727,,C1C235A7-A500-5679-09A1-A4A31685AF3E,120,Y,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"dimStudentProgramPlan",,,VARCHAR,30,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CIPCode",F7A2D20A-E511-EFC7-5152-E245C873CD40,728,,E1A9BF16-97FB-FBD4-B3C7-815F9B237F46,121,Y,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimStudentProgramPlanTerm",,,VARCHAR,34,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CIPCode",DE445120-3ABC-B475-DBA3-420A9315C17F,729,,E69F1869-4D7B-342A-4E38-756504B939FD,94,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"AcademicPlan_T1",,,VARCHAR,12,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CIPCode",E5C67819-7190-2561-2B02-57A51A066531,730,,BCF4B24F-429F-E07B-1122-5834E0AB60CC,168,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"Subject_T1",,,VARCHAR,8,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipCountry",A450CCB3-1B9F-3EFE-884D-A444CA5BA258,731,,5453F6AC-D3CD-D40C-9943-09A4446B1F98,111,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimPersonDemographic",,,VARCHAR,6,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipCountry",4DE3BD59-4E2C-F5C1-3BD2-F2D8D198526C,732,,9DCA07B9-E99B-1D6C-ACB0-32E7372D0AC7,104,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CitizenshipStatus_T1",,,VARCHAR,2,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipCountry",C7B01F2B-6FCA-26B6-DFA0-952B8068A0DF,733,,FACB2B69-D17B-4BCE-F7DE-CBFDAA3D6479,141,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"PersonCitizenship_T1",,,VARCHAR,5,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipCountryCode",389942D5-01D6-C11C-68DC-0E98A4473CBE,734,,5453F6AC-D3CD-D40C-9943-09A4446B1F98,111,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimPersonDemographic",,,VARCHAR,5,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipCountryCode",9B03ECF4-5768-074E-10DD-D853000E7C1E,735,,78A21F6A-CB9F-0FF5-6574-417EB1D451DA,103,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CCPersonalData_T1",,,VARCHAR,25,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipStatus",CCE36FA0-A829-B970-2064-0C24C8F1B55C,736,,5453F6AC-D3CD-D40C-9943-09A4446B1F98,111,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimPersonDemographic",,,VARCHAR,7,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipStatus",E04F9268-F55F-161C-160D-820CD1D709EB,737,,78A21F6A-CB9F-0FF5-6574-417EB1D451DA,103,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CCPersonalData_T1",,,VARCHAR,45,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipStatus",91384319-7C53-07B1-3112-4B36952849CD,738,,9DCA07B9-E99B-1D6C-ACB0-32E7372D0AC7,104,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CitizenshipStatus_T1",,,VARCHAR,6,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipStatus_HK",ABEBB028-9497-4752-C71E-43C3431438CD,739,,9DCA07B9-E99B-1D6C-ACB0-32E7372D0AC7,104,N,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"CitizenshipStatus_T1",,,CHAR,1,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,64,0,
"CitizenshipStatus_HK",072A8563-EB9C-92EF-5E0E-A68E6E1795AC,740,,FACB2B69-D17B-4BCE-F7DE-CBFDAA3D6479,141,N,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"PersonCitizenship_T1",,,CHAR,3,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,64,0,
"CitizenshipStatusCode",A061E5C0-0876-41C6-6A90-091416352C13,741,,78A21F6A-CB9F-0FF5-6574-417EB1D451DA,103,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CCPersonalData_T1",,,VARCHAR,26,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipStatusCode",BFF3EAC2-3AFD-061A-C194-988D0D2D799B,742,,9DCA07B9-E99B-1D6C-ACB0-32E7372D0AC7,104,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CitizenshipStatus_T1",,,VARCHAR,3,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CitizenshipStatusCode",5518C61F-AA5A-E1A6-3CFC-C2613D5FAA11,743,,FACB2B69-D17B-4BCE-F7DE-CBFDAA3D6479,141,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"PersonCitizenship_T1",,,VARCHAR,6,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"City",5774A3B1-C1D9-5975-7E14-735689217AEF,744,,1F46F1F8-0167-3190-9852-EB78AC281078,128,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"ExternalOrganizationLocation_T1",,,VARCHAR,14,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"City",50223DD1-E408-AD42-5406-D40BA5172926,745,,28CD98D8-7ABB-4DCF-9F0D-B5DA1CA9F5FE,122,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimStudentResidenceTerm",,,VARCHAR,11,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"City",8B3BFB1A-3C81-5C33-8BE2-C19D93C5D011,746,,2A64D123-62BD-5651-7994-7F73C5CC551D,108,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimAddress_T2",,,VARCHAR,13,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"City",2171D4A9-C76D-FD04-97B5-B535144CDA52,747,,44012700-D545-6FB4-5C7A-441FDE014FE4,140,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"PersonAddresses_T2",,,VARCHAR,14,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"City",CE3934CB-F7E2-38F4-AB7F-5FD0A7386CAD,748,,78A21F6A-CB9F-0FF5-6574-417EB1D451DA,103,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CCPersonalData_T1",,,VARCHAR,16,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"City",F79AE35B-EB63-E93F-4FDA-8715FEAD642B,749,,81C0D82C-310F-7736-A591-D5C17FC9A5AE,139,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"PersonAddresses_T1",,,VARCHAR,14,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CITY_AC",BA2D5CE0-8385-AA31-7EA3-E535B41B08E5,750,,44012700-D545-6FB4-5C7A-441FDE014FE4,140,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"PersonAddresses_T2",,,VARCHAR,33,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CITY_AC",3BC0F44C-DB5E-7576-BCCA-B959532C83F4,751,,81C0D82C-310F-7736-A591-D5C17FC9A5AE,139,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"PersonAddresses_T1",,,VARCHAR,31,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"CITY_OTHER",FF28FBF5-58A6-94F9-CF70-987E4848C573,752,,78A21F6A-CB9F-0FF5-6574-417EB1D451DA,103,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"CCPersonalData_T1",,,VARCHAR,35,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"Class",9AF588B9-99C4-C5F8-6CCB-6ED7049992E6,753,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimClass",,,VARCHAR,2,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",386,386,0,
"Class",A5A7BCC9-08C8-B579-44F5-D518EA1AF241,754,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"Class_T1",,,VARCHAR,26,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",386,386,0,
"Class_HK",03309F1E-32E4-79D9-7DA9-8A407E38EACF,755,,59F13729-EADF-8C9C-3A0C-7A1B3BD52A49,134,N,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"GradeRosterType_T1",,,CHAR,2,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,64,0,
"Class_HK",8880F912-3841-C47A-C6CC-EDF23D1B81D3,756,,5B416BD2-FA62-4568-150A-3D499176A0BA,153,N,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"ProgressReportRoster_T1",,,CHAR,5,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,64,0,
"Class_HK",34793D99-34F1-F683-E2DC-778919BB2E60,757,,96D46BFF-46CC-41C2-CF0F-A2BB61E08B99,133,N,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"GradeRoster_T1",,,CHAR,8,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,64,0,
"Class_HK",1462B6B1-F964-89AD-77FB-3473C12FDE7B,758,,B1B1D2F8-D601-6904-2B71-90E762335DFA,152,N,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"ProgressReportGrade_T1",,,CHAR,3,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,64,0,
"Class_HK",A242684A-7D3E-F353-AB7E-6D7AC1AA3FFB,759,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,Y,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"DimClass",P,F,CHAR,1,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,,,
"Class_HK",3B6D7584-A10C-3869-1C23-8E2266C59213,760,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,Y,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"Class_T1",P,,CHAR,1,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,,,
"Class_HK",C4249C55-3F71-34F3-51CF-A60268E9A56E,761,,309C425A-55B2-16C7-FD28-57461A03FB59,164,N,Logical Type,,N,,,,DOM3000004,18,LOGDT025,32,,,,,,,,,N,,CHAR,,,,N,Y,"StudentEnrollment_T1",,,CHAR,28,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",64,64,0,
"CLASS_MTG_NBR",470F3F08-3AB7-5AEC-00C0-EBF295BA4E53,762,,FF737A60-0455-EA11-B7F2-EB0CC92FBCA5,106,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"ClassInstructor_T1",,,NUMERIC,15,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"CLASS_PRMSN_NBR",9F045266-B4C9-5C51-122D-52B489C8ECAA,763,,309C425A-55B2-16C7-FD28-57461A03FB59,164,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"StudentEnrollment_T1",,,NUMERIC,42,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"CLASS_RANK_NBR",1EB7179B-6928-BA63-ED6E-7D9E357F91ED,764,,16DF884E-1ADC-6F3C-3A88-A6F3468BBB46,163,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"StudentCareerTerm_T1",,,NUMERIC,95,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"CLASS_RANK_TOT",3FCB4076-2B4A-1A30-E496-4EF82CE571EA,765,,16DF884E-1ADC-6F3C-3A88-A6F3468BBB46,163,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"StudentCareerTerm_T1",,,NUMERIC,96,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"CLASS_STAT",022684F0-4886-4783-D3E8-E3BB71A69DAE,766,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"Class_T1",,,VARCHAR,30,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"ClassAcademicCareer",6E386484-6E17-8EAF-5475-41AEAB2C5C9F,767,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimClass",,,VARCHAR,9,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"ClassAcademicCareerCode",4C3E9D20-DD58-81FE-FA27-E88A30AFBDED,768,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimClass",,,VARCHAR,8,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"ClassAcademicCareerCode",1633C8E4-4F74-5525-47E2-43CC9680DBE4,769,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"Class_T1",,,VARCHAR,14,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"ClassCareerCode",64E82CC0-3DEB-68AA-4667-3A59254D2EF1,770,,309C425A-55B2-16C7-FD28-57461A03FB59,164,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"StudentEnrollment_T1",,,VARCHAR,6,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"ClassDepartment",D93E12E8-AAA3-39D3-0170-22F73D4A6D1A,771,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"DimClass",,,VARCHAR,13,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"ClassEnrollmentCapacity",B49CA0BD-8962-2F06-C045-AB9AFB352AF1,772,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"DimClass",,,NUMERIC,19,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"ClassEnrollmentCapacity",81FE64BF-5108-80D6-1923-CD9368C5B753,773,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"Class_T1",,,NUMERIC,23,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"ClassEnrollmentTotal",F6EC49C8-8F08-CD33-BE82-19D46CF6041F,774,,D834F567-76BE-8A54-6B5D-7B106ED1710F,109,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"DimClass",,,NUMERIC,20,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"ClassEnrollmentTotal",4E1BB0D1-711E-3F34-B3C0-72EE5F035BB0,775,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"Class_T1",,,NUMERIC,24,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"ClassName",EDCF708A-7604-6EA6-3A4D-36F975010408,776,,EFAE6AF7-D6D0-FD04-AEB9-5351AB2528E0,105,N,Logical Type,,N,,,,DOM3000004,18,LOGDT024,83,,,,,,,,,N,,VARCHAR,,,,N,Y,"Class_T1",,,VARCHAR,21,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",128,128,0,
"ClassNumber",3EA695AB-F408-573E-89C6-380F7B0AEAA9,777,,59F13729-EADF-8C9C-3A0C-7A1B3BD52A49,134,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"GradeRosterType_T1",,,NUMERIC,4,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"ClassNumber",1149146D-531A-9EE4-8DEB-2A47826FB717,778,,5B416BD2-FA62-4568-150A-3D499176A0BA,153,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"ProgressReportRoster_T1",,,NUMERIC,8,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
"ClassNumber",22CCE6DC-860F-AEF6-9713-D35E3EDE2936,779,,96D46BFF-46CC-41C2-CF0F-A2BB61E08B99,133,N,Logical Type,,N,,,,DOM3000004,18,LOGDT019,55,,,,,,,,,N,,NUMERIC,,,,N,Y,"GradeRoster_T1",,,NUMERIC,3,8E7CDB99-5E37-220E-AEF4-19DCCA76A4D9,90,"Conformed Vault",17,38,0,
